Source,Target,VID.i,VID.s,cri_comp,icl.i,ich.i,icm.i,scl.i,sch.i,scm.i,icl.s,ich.s,icm.s,scl.s,sch.s,scm.s,anb_name,anb_nuts,ca_bids,ca_cpv,ca_criteria_count,ca_eufund,ca_nuts,ca_scntr_sc,ca_title,cft_duration,cm_mod,w_consortium,w_name,w_nuts,country,ca_date,ca_year,ca_contract_value,nocft,ca_procedure,ca_criterion,anb_type,anb_sector,anb_empl_cat,cpv_div
HU729622,HU12093252,230,576,0.4415042,0,0,0,0,0,0,0,0,0,0,0,0,Komárom Város Önkormányzata,HU212,1,71631000-0,3,1,HU212,0,Települési (al)központok kialakítása és értékmeg?rz? rehabilitációja” cím? pályázathoz kapcsolódó m?szaki ellen?rzés” eredménye,1051,contract m,0,GY?RBER Mérnöki és Szolgáltató Korlátolt Felel?sség?,HU101,hungary,25-Sep-09,2009,2208,call for tender published,negotiation,price plus quality,regional/local ,general public services,100<x<=500,architectural
HU734181,HU54314836,298,965,0.5127999,0,0,0,0,0,0,0,0,0,0,0,0,Ajka Város Önkormányzata,HU213,1,71320000-7,1,0,HU 21,0,Kaszinótól Keletre es? park kertépítészeti kiviteli tervének elkészítése,NA,no contrac,0,BRUCKNER ATTILA,HU213,hungary,12-Jun-09,2009,2492,no call for tenders published,other/framework,lowest price,regional/local ,missing,100<x<=500,architectural
HU726478,HU20366560,182,901,0.5104759,0,0,0,0,1,0,0,0,0,0,0,0,Mez?kövesd Város Önkormányzata,HU311,1,71322000-1,1,0,HU311,0,engedélyezési tervek módosítása a Kavicsos-tavi szabadid?park kialakítására (táj- és kertépítészet),NA,no contrac,0,ZÖLDÖVEZET 2000 Kereskedelmi és Szolgáltató Betéti T�,HU101,hungary,25-Sep-09,2009,2760,no call for tenders published,other/framework,lowest price,regional/local ,general public services,500<x,architectural
HU735605,HU11582395,309,535,0.4376903,0,0,0,0,5,1,0,4,1,0,9,0,Miskolc Megyei Jogú Város Önkormányzata,HU311,1,71000000-8,1,1,HU311,NA,Tapolca kapuja engedélyezési és kiviteli terveinek elkészítése és tervez?i m?vezetés,NA,no contrac,0,BODONYI Építész Korlátolt Felel?sség? Társaság,HU311,hungary,15-Aug-12,2012,2876,no call for tenders published,negotiation,lowest price,regional/local ,general public services,500<x,architectural
HU729325,HU10903863,226,465,0.501731,0,0,0,3,1,2,0,0,0,0,0,0,Eger Megyei Jogú Városi Önkormányzat,HU312,1,71410000-5,1,0,HU312,0,Tájékoztató az „Eger,,,,,,,,,,,,,,,,
HU14731880,HU10269369,37,350,0.4392182,0,21,0,0,0,1,0,6,0,0,0,0,RUP-15 Rákospalota-Újpalota-Pestújhely Városfejlesz,HU101,1,71000000-8,2,0,HU101,NA,A Budapest F?város XV. kerület,,,,,,,,,,,,,,,,
HU14731880,HU10466267,37,391,0.4392182,0,21,0,0,0,1,0,6,0,0,0,1,RUP-15 Rákospalota-Újpalota-Pestújhely Városfejlesz,HU101,1,71000000-8,2,0,HU101,NA,A Budapest F?város XV. kerület,,,,,,,,,,,,,,,,
HU14731880,HU10599233,37,416,0.4392182,0,21,0,0,0,1,0,6,0,0,0,0,RUP-15 Rákospalota-Újpalota-Pestújhely Városfejlesz,HU101,1,71000000-8,2,0,HU101,NA,A Budapest F?város XV. kerület,,,,,,,,,,,,,,,,
HU728571,HU13292715,220,695,0.5026204,0,0,0,0,0,1,0,0,0,0,0,0,Nyíradony Város Önkormányzata,HU321,1,71320000-7,1,1,HU321,0,„Az ÉAOP-5.1.1/D-09-1f Nyíradony funkciób?vít? városrehabilitációja elnevezés? pályázathoz kapcsolódó kiviteli tervek elkészítése- 2. tervcsomag”,NA,no contrac,0,PORTÁL-INFO Villamossági,,,,,,,,,,,,
HU308450,HU14580646,64,781,0.5004489,0,0,1,3,0,0,0,0,1,0,0,0,Tiszántúli Környezetvédelmi És Vízügyi Igazgató,HU321,1,71300000-1,1,1,HU321,0,K XI- Tervez?i m?vezetés,NA,no contrac,0,KÖRÖS-AQUA TERV Tervez? Zártkör?en M?köd? Részvényt�,HU332,hungary,25-May-11,2011,3750,no call for tenders published,other/framework,lowest price,national ,missing,500<x,architectural
HU14731880,HU14080232,37,752,0.4392177,0,21,0,0,0,1,0,6,0,0,0,0,RUP-15 Rákospalota-Újpalota-Pestújhely Városfejlesz,HU101,1,71000000-8,2,1,HU101,NA,A Budapest F?város XV. kerület,,,,,,,,,,,,,,,,
HU733371,HU10580486,284,410,0.4459309,0,0,0,0,0,1,0,0,0,0,0,0,Tolna Város Önkormányzata,HU233,1,71220000-6,1,1,HU 23,0,DDOP 2007-4.1.1. A azonosító számú pályázathoz szükséges Id?sek Klubja,,,,,,,,,,,,,,,,
HU731784,HU15000236,268,838,0.5014195,0,0,0,2,0,0,0,0,0,0,0,0,Kisvárda Város Önkormányzata,HU323,1,71240000-2,2,0,HU323,1,Id?sek otthona tervezés KÉ táj. (Kisvárda),NA,no contrac,0,Középülettervez? '99 Kft.,HU323,hungary,3-Feb-12,2012,4122,no call for tenders published,open,price plus quality,regional/local ,general public services,100<x<=500,architectural
HU725361,HU10477827,168,393,0.5000606,0,0,0,6,0,4,0,0,0,0,0,0,Békéscsaba Megyei Jogú Város Önkormányzata,HU332,1,71220000-6,1,1,HU332,0,Tervezési szerz?dés a Wlassics sétány 4. szám alatti Belvárosi 3. számú bölcs?de épület b?vítésére,,,,,,,,,,,,,,,,
HU308438,HU23108800,62,934,0.5006129,0,1,2,0,0,0,0,1,1,0,0,0,Fels?-Tisza-Vidéki Környezetvédelmi És Vízügyi Ig,HU323,1,71631000-0,2,1,HU323,1,Tájékoztató az eljárás eredményér?l - A „Szamos mentén vízen és kétkeréken” (pályázati szám: HURO/0802/006) cím? pályázatokhoz kapcsolódó m?szaki ellen?ri feladatok ellátása,NA,no contrac,0,Cívis Komplex Mérnök Kft.,HU321,hungary,14-Sep-11,2011,4236,no call for tenders published,open,price plus quality,national ,environment,500<x,architectural
HU736129,HU10732009,329,440,0.5044547,0,0,0,0,0,2,22,0,6,11,0,4,Kistarcsa Város Önkormányzata,HU102,1,71320000-7,1,0,HU102,0,Tájékoztató az eljárás eredményér?l,NA,no contrac,0,INNOBER WAVE Épít?ipari és Szolgáltató Kft.,HU101,hungary,1-Apr-11,2011,4524,no call for tenders published,other/framework,lowest price,regional/local ,missing,100<x<=500,architectural
HU735748,HU12026946,318,569,0.5037305,0,0,0,0,0,0,0,0,0,0,0,0,Budapest F?város XI.Kerület Újbuda Önkormányzata,HU101,1,71240000-2,1,0,HU101,1,Kerületi szabályozási tervek- 2010/I/b.,NA,no contrac,0,KORÉNYI ÉS TÁRSAI ÉPITÉSZ KFT,HU101,hungary,9-Jul-10,2010,5217,no call for tenders published,other/framework,lowest price,regional/local ,general public services,100<x<=500,architectural
HU731784,HU25648979,268,943,0.5053153,0,0,0,2,0,0,0,0,0,0,0,0,Kisvárda Város Önkormányzata,HU323,1,71220000-6,1,1,HU323,0,Tájékoztató az eljárás eredményér?l - „Kisvárda Városi Könyvtár felújítása - kiviteli tervek elkészítése”,NA,no contrac,0,CO-OPCIO ÉPITÉSZETI,,,,,,,,,,,,
HU12006003,HU12293995,16,597,0.5040984,0,3,0,0,2,3,0,2,0,0,0,0,F?városi Ingatlankezel? M?szaki Vállalkozói Zártkö,HU101,1,71410000-5,1,0,HU101,0,Budapest Új Városfejlesztési Koncepció elkészítésében való közrem?ködés közbeszerzési eljárásban tájékoztató az eljárás eredményér?l.,157,no contrac,0,M?-HELY Tervez? és Tanácsadó Zártkör?en M?köd? Részv,HU101,hungary,19-Sep-11,2011,5295,no call for tenders published,open,lowest price,other/private ,other,missing,architectural
HU735737,HU11474762,317,527,0.5039367,0,0,0,0,1,1,0,0,2,0,2,7,Budapest F?város X. Kerület K?bányai Önkormányzat,HU101,1,71220000-6,1,1,HU101,0,Tájékoztató Budapest X. kerület Kis-Pongrác lakótelep területén építészeti tervezés - Kis-Pongrác közösségi klub és szolgáltató iroda kiviteli terveinek elkészítése tárgyú eljárás e,294,no contrac,0,TOP-KVALITÁS TERVEZÖ ÉS SZOLGÁLTATO KFT,HU212,hungary,28-Mar-11,2011,5535,no call for tenders published,other/framework,lowest price,regional/local ,general public services,500<x,architectural
HU731784,HU11252469,268,506,0.505604,0,0,0,2,0,0,0,0,5,2,0,3,Kisvárda Város Önkormányzata,HU323,1,71220000-6,1,1,HU323,1,Tájékoztató az eljárás eredményér?l - „A Kisvárda,,,,,,,,,,,,,,,,
HU731322,HU11316529,261,514,0.4522829,0,0,0,0,0,0,0,0,0,0,0,0,Somogy Megyei Önkormányzat,HU232,1,71000000-8,32,1,HU232,NA,Magas- és mélyépítéshez kapcsolódó m?szaki tervezés és tanácsadás.,21,no contrac,0,GÁSPÁR MÉRNÖKI IRODA KFT,HU222,hungary,8-Mar-10,2010,5655,call for tender published,invitation,price plus quality,regional/local ,general public services,100<x<=500,architectural
HU308449,HU15000304,63,857,0.4379295,0,0,0,0,0,0,0,0,0,0,0,0,Észak-Magyarországi Környezetvédelmi És Vízügyi,HU311,1,71300000-1,1,1,HU311,NA,Független mérnöki és m?szaki ellen?ri feladatok ellátása: 1. „Alsógagyi záportározó építése a Vasonca-patakon” cím? pályázathoz kapcsolódóan 2. „Rásonysápberencsi záportározó ép,NA,no contrac,1,OVIBER-MEGALIT Mérnök Konzorcium,HU101,hungary,30-Nov-12,2012,5656,no call for tenders published,negotiation,lowest price,national ,environment,500<x,architectural
HU733656,HU26853781,292,948,0.5210922,0,0,0,3,0,1,0,0,0,0,0,0,Szombathely Megyei Jogú Város Önkormányzata,HU222,1,71240000-2,1,0,HU222,0,Szombathely,,,,,,,,,,,,,,,,
HU735605,HU11582395,309,535,0.4378805,0,0,0,0,5,1,0,4,1,0,9,0,Miskolc Megyei Jogú Város Önkormányzata,HU311,1,71000000-8,1,1,HU311,NA,Tapolca kapuja engedélyezési és kiviteli terveinek elkészítése és tervez?i m?vezetés,NA,no contrac,0,BODONYI Építész Korlátolt Felel?sség? Társaság,HU311,hungary,15-Aug-12,2012,5752,no call for tenders published,negotiation,lowest price,regional/local ,general public services,500<x,architectural
HU728571,HU14839689,220,799,0.5041664,0,0,0,0,0,1,0,0,0,0,0,0,Nyíradony Város Önkormányzata,HU321,1,71320000-7,1,1,HU321,0,„Az ÉAOP-5.1.1/D-09-1f Nyíradony funkciób?vít? városrehabilitációja elnevezés? pályázathoz kapcsolódó kiviteli tervek elkészítése- 1. tervcsomag”,NA,no contrac,0,PRESZTIZS TEAM Szolgáltató és Tanácsadó Korlátolt Fel,HU321,hungary,9-Mar-11,2011,5904,no call for tenders published,other/framework,lowest price,regional/local ,general public services,100<x<=500,architectural
HU12006003,HU12293995,16,597,0.5046347,0,3,0,0,2,3,0,2,0,0,0,0,F?városi Ingatlankezel? M?szaki Vállalkozói Zártkö,HU101,1,71410000-5,1,0,HU101,0,Budapest Új Városfejlesztési Koncepció elkészítésében való közrem?ködés közbeszerzési eljárásban tájékoztató az eljárás eredményér?l.,157,no contrac,0,M?-HELY Tervez? és Tanácsadó Zártkör?en M?köd? Részv,HU101,hungary,19-Sep-11,2011,6001,no call for tenders published,open,lowest price,other/private ,other,missing,architectural
HU728021,HU22472283,208,930,0.5018606,0,0,0,0,0,0,0,0,0,0,0,0,Kapuvár Városi Önkormányzat,HU221,1,71245000-7,1,1,HU221,1,Tájékoztató az eljárás eredményér?l Kapuvár Város Önkormányzata Hanság f?csatorna felett építend? új,,,,,,,,,,,,,,,,
HU726456,HU10583348,181,413,0.5166723,0,0,0,4,1,1,0,0,0,0,0,0,Kazincbarcika Város Önkormányzata,HU311,1,71320000-7,1,1,HU311,0,Kazincbarcika,,,,,,,,,,,,,,,,
HU729325,HU23246052,226,935,0.4387042,0,0,0,3,1,2,0,4,0,0,0,1,Eger Megyei Jogú Városi Önkormányzat,HU312,1,71320000-7,2,0,HU312,NA,Tájékoztató az eljárás eredményér?l - „Kerékpár út tervezés Eger város területén”,NA,no contrac,0,EGRI KÖZMÜTERVEZÖ ÉS KIVITELEZÖ IRODA BETÉTI TÁRSAS�,HU312,hungary,2-Jul-12,2012,6291,no call for tenders published,negotiation,price plus quality,regional/local ,general public services,100<x<=500,architectural
HU730578,HU10398520,244,374,0.4406328,0,0,0,0,0,0,0,0,0,0,0,0,Veresegyház Város Önkormányzata,HU102,1,71322000-1,1,1,HU102,NA,Tájékoztató az eljárás eredményér?l a Veresegyházi Meseliget Bölcs?de b?vítése (III. ütem)módosított kiviteli terveinek elkészítése tárgyú közbeszerzési eljárásban,NA,no contrac,0,KVADRUM ÉPITÉSZ KFT,HU101,hungary,10-Sep-12,2012,6345,no call for tenders published,negotiation,lowest price,regional/local ,general public services,50<x<=100,architectural
HU12006003,HU10925399,16,469,0.5049019,0,3,0,0,2,3,0,2,0,0,2,2,F?városi Ingatlankezel? M?szaki Vállalkozói Zártkö,HU101,1,71410000-5,1,0,HU101,0,Budapest Új Városfejlesztési Koncepció elkészítésében való közrem?ködés közbeszerzési eljárásban tájékoztató az eljárás eredményér?l.,157,no contrac,0,PESTTERV PEST MEGYEI TERÜLET-TELEPÜLÉS-KÖRNYEZET TERVEZ,HU101,hungary,19-Sep-11,2011,6354,no call for tenders published,open,lowest price,other/private ,other,missing,architectural
HU11906522,HU10867156,15,459,0.5281534,276,15,144,44,0,18,23,0,7,7,0,4,Nemzeti Infrastruktúra Fejleszt? zártkör?en m?köd?,HU101,1,71220000-6,2,0,HU101,0,K120.01 Ipolydamásd-Helemba (Chl'aba) közötti beköt? út és híd el?zetes vizsgálati dokumentáció elkészítése tárgyában tájékoztató az eljárás eredményér?l,NA,contract m,0,UVATERV Út-,,,,,,,,,,,,
HU726478,HU12573974,182,621,0.517105,0,0,0,0,1,0,0,0,0,0,0,0,Mez?kövesd Város Önkormányzata,HU311,1,71322000-1,1,0,HU311,NA,engedélyezési tervek módosítása a Közösségi Ház részleges felújítására,NA,no contrac,0,"LA-URBE"" Építésziroda Kft.""",HU311,hungary,25-Sep-09,2009,6624,no call for tenders published,other/framework,lowest price,regional/local ,general public services,500<x,architectural
HU735748,HU12026946,318,569,0.5015969,0,0,0,0,0,0,0,0,0,0,0,0,Budapest F?város XI.Kerület Újbuda Önkormányzata,HU101,1,71240000-2,1,0,HU101,1,Budapest F?város XI. Kerület Újbuda Önkormányzata- Kerületi Szabályozási Tervek- 2009/II.,NA,no contrac,0,KORÉNYI ÉS TÁRSAI ÉPITÉSZ KFT,HU101,hungary,24-Feb-10,2010,6633,no call for tenders published,other/framework,lowest price,regional/local ,general public services,100<x<=500,architectural
HU724540,HU13506726,155,710,0.5001173,0,0,0,0,0,0,0,0,0,0,0,0,Kecskemét Megyei Jogú Város Önkormányzata,HU331,1,71220000-6,1,0,HU331,1,Kecskemét,,,,,,,,,,,,,,,,
HU729622,HU12093252,230,576,0.4463532,0,0,0,0,0,0,0,0,0,0,0,0,Komárom Város Önkormányzata,HU212,1,71631000-0,3,1,HU212,0,Települési (al)központok kialakítása és értékmeg?rz? rehabilitációja” cím? pályázathoz kapcsolódó m?szaki ellen?rzés” eredménye,1051,contract m,0,GY?RBER Mérnöki és Szolgáltató Korlátolt Felel?sség?,HU101,hungary,25-Sep-09,2009,6992,call for tender published,negotiation,price plus quality,regional/local ,general public services,100<x<=500,architectural
HU12006003,HU12293995,16,597,0.5054348,0,3,0,0,2,3,0,2,0,0,0,0,F?városi Ingatlankezel? M?szaki Vállalkozói Zártkö,HU101,1,71410000-5,1,0,HU101,0,Budapest Új Városfejlesztési Koncepció elkészítésében való közrem?ködés közbeszerzési eljárásban tájékoztató az eljárás eredményér?l.,157,no contrac,0,M?-HELY Tervez? és Tanácsadó Zártkör?en M?köd? Részv,HU101,hungary,19-Sep-11,2011,7060,no call for tenders published,open,lowest price,other/private ,other,missing,architectural
HU329750,HU10581236,89,411,0.4382457,0,10,5,2,1,5,0,4,1,0,0,1,Debreceni Egyetem,HU321,1,71631000-0,1,1,HU321,NA,Tájékoztató az eljárás eredményér?l (TIOP-1.3.1-10/1-2010-0006 sz. projekt M?szaki Kar kivitelezése során feltárt m?tárgy miatt felmerült talajmeger?sítési és alapozási feladatok m?szaki elle,NA,no contrac,0,KEM-BER BERUHÁZO-TERVEZÖ- ÉS KERESKEDELMI KFT,HU321,hungary,23-Nov-12,2012,7070,no call for tenders published,negotiation,lowest price,national ,education,500<x,architectural
HU735748,HU12045716,318,572,0.5003853,0,0,0,0,0,0,0,0,0,0,0,0,Budapest F?város XI.Kerület Újbuda Önkormányzata,HU101,1,71240000-2,1,1,HU101,1,"Kulturális Városközpont pályázathoz kapcsolódó építési engedélyezési tervek"" tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményér?l""",7,no contrac,0,VÁTERV95 Tervez? és Szolgáltató Korlátolt Felel?sség?,HU101,hungary,22-Sep-10,2010,7080,no call for tenders published,other/framework,lowest price,regional/local ,general public services,100<x<=500,architectural
HU726456,HU11062103,181,490,0.5012476,0,0,0,4,1,1,1,0,1,0,0,1,Kazincbarcika Város Önkormányzata,HU311,1,71220000-6,1,1,HU311,0,KEOP-5.3.0/A/09-2009-0068 program keretében kiviteli terv készítése a „Kazincbarcika Város Polgármesteri Hivatal energetikai korszer?sítés” tárgyú pályázathoz tájékoztató.,NA,no contrac,0,M?ÉPÍTÉSZ Építészeti Tervez?iroda Korlátolt Felel?ss,HU311,hungary,6-Aug-10,2010,7120,no call for tenders published,other/framework,lowest price,missing,general public services,100<x<=500,architectural
HU726445,HU12010044,180,563,0.5013459,0,0,0,0,3,0,0,0,0,0,0,0,Tokaj Város Önkormányzata,HU311,1,71220000-6,1,1,HU311,1,Tokaj,,,,,,,,,,,,,,,,
HU337528,HU10457506,99,387,0.4211788,0,0,0,0,3,0,0,0,0,0,5,0,Uszód Községi Önkormányzat,HU331,1,71300000-1,1,1,HU331,0,Tervezési szerz?dés- kalocsai szennyvíztelep rekonstrukciója - tájékoztató az eljárás eredményér?l,19,no contrac,0,KRISTÁLY TERVEZÖ,,,,,,,,,,,,
HU730369,HU12960956,242,662,0.5136885,0,0,0,0,0,0,0,0,0,0,0,0,Dabas Város Önkormányzata,HU102,1,71220000-6,1,1,HU102,0,Dabas,,,,,,,,,,,,,,,,
HU731256,HU13959272,255,743,0.5005156,0,0,0,0,0,0,0,0,0,0,0,0,Érd Megyei Jogú Város Önkormányzata,HU102,1,71356100-9,2,1,HU102,0,"Tájékoztató az eljárás eredményér?l az érdi Vörösmarty Gimnázium labor átalakítási-felújítási munkáinak kivitelezése során m?szaki ellen?ri feladatok ellátása"" tárgyú eljárás kapcs""",NA,no contrac,0,VORTEX ÉPÍT? Épít?ipari és Generálkivitelez? Kft.,HU101,hungary,20-Jul-11,2011,7480,no call for tenders published,open,price plus quality,regional/local ,other,100<x<=500,architectural
HU11906522,HU13390961,15,699,0.5002044,276,15,144,44,0,18,45,0,12,1,0,0,Nemzeti Infrastruktúra Fejleszt? zártkör?en m?köd?,HU101,1,71356400-2,1,1,HU331,0,Tájékoztató az eljárás eredményér?l az 51. sz. f?út 141+861 (h.szelv.142+004) km sz.-ben található híd m?tárgy átépítési terveinek elkészítése tárgyában,NA,no contrac,0,PegazusTERV Épít?mérnöki Korlátolt Felel?sség? Társa,HU101,hungary,2-Mar-12,2012,7546,no call for tenders published,other/framework,lowest price,established by public law,other,missing,architectural
HU732879,HU11275824,280,507,0.5018535,0,0,0,0,0,0,0,0,0,0,0,0,Jászfényszaru Városi Önkormányzat,HU322,1,71300000-1,1,0,HU322,1,M?szaki ellen?rzés,NA,no contrac,0,HORNYÁK WOHNBAU MÉRNÖKI ÉS SZOLGÁLTATO KFT,HU322,hungary,28-Sep-11,2011,7766,no call for tenders published,open,lowest price,regional/local ,general public services,25<x<=50,architectural
HU724429,HU13940511,154,740,0.5186245,0,0,0,0,2,0,0,0,0,0,0,0,Kalocsa Város Önkormányzata,HU331,1,71220000-6,1,1,HU331,1,Bem utcai Szociális otthon kiviteli tervek elkészítése,NA,no contrac,0,C.S.?. Építésziroda Korlátolt Felel?sség? Társaság,HU231,hungary,11-Sep-09,2009,8096,no call for tenders published,other/framework,lowest price,regional/local ,general public services,100<x<=500,architectural
HU731267,HU10522532,256,402,0.5144479,0,0,0,2,2,1,0,0,0,0,0,0,Gödöll? Város Önkormányzata,HU102,1,71220000-6,1,1,HU102,NA,Gödöll? Város Hamvay-kúria,,,,,,,,,,,,,,,,
HU14249882,HU11582395,29,535,0.5057707,0,0,0,0,4,0,0,4,1,0,9,0,ÉMOR-TISZK Észak-magyarországi Szakképzés-szervez�,HU312,1,71220000-6,1,1,HU311,0,ÉMOR-TISZK ZRT tájékoztatója,NA,no contrac,0,BODONYI Építész Korlátolt Felel?sség? Társaság,HU311,hungary,14-Sep-11,2011,8472,no call for tenders published,open,lowest price,established by public law,education,missing,architectural
HU735825,HU10581748,325,412,0.5209702,0,0,0,0,0,0,0,0,0,0,0,0,Budapest F?város XIX. Kerület Kispest Önkormányzat,HU101,1,71220000-6,1,1,HU101,1,a Kós Károly tér 16. szám alatti Katolikus templom homlokzat felújításának és f?bejárat akadálymentesítésének építési engedélyes tervének elkészítése,,,,,,,,,,,,,,,,
HU735638,HU10844863,312,455,0.5000248,0,0,0,16,0,8,0,0,0,0,0,0,Budapest F?város Önkormányzata,HU101,1,71240000-2,1,0,HU101,0,„Szent István Közgazdasági Szakközépiskola és Kollégium (Budapest,,,,,,,,,,,,,,,,
HU726456,HU11062103,181,490,0.5020183,0,0,0,4,1,1,1,0,1,0,0,1,Kazincbarcika Város Önkormányzata,HU311,1,71220000-6,1,1,HU311,0,Kazincbarcika Ádám Jen? Általános Iskola átalakítása és felújítása tárgyában,,,,,,,,,,,,,,,,
HU726456,HU11062103,181,490,0.5020183,0,0,0,4,1,1,1,0,1,0,0,1,Kazincbarcika Város Önkormányzata,HU311,1,71220000-6,1,1,HU311,0,Kazincbarcika Ádám Jen? Általános Iskola Dózsa György Tagiskola átalakítása és felújítása tárgyában,,,,,,,,,,,,,,,,
HU733557,HU11364278,287,517,0.5233684,0,0,0,0,0,0,0,0,0,0,0,0,Dombóvár Város Önkormányzata,HU233,1,71410000-5,1,0,HU233,0,DARK projekt,NA,no contrac,0,HORVÁTH ÉS PATARTICS ÉPITÉSZETI IRODA KFT,HU231,hungary,19-Jun-09,2009,8900,no call for tenders published,other/framework,lowest price,regional/local ,missing,50<x<=100,architectural
HU735649,HU15321226,313,880,0.5011126,0,0,0,0,0,0,0,0,0,0,0,0,Budapest I. Kerület Budavári Önkormányzat,HU101,1,71220000-6,1,0,HU101,1,Kapucinus utca 9. számú épület (hrsz. 14292/2,,,,,,,,,,,,,,,,
