Source,Target,VID.i,VID.s,cri_comp,icl.i,ich.i,icm.i,scl.i,sch.i,scm.i,icl.s,ich.s,icm.s,scl.s,sch.s,scm.s,anb_name,anb_nuts,ca_bids,ca_cpv,ca_criteria_count,ca_eufund,ca_nuts,ca_scntr_sc,ca_title,cft_duration,cm_mod,w_consortium,w_name,w_nuts,country,ca_date,ca_year,ca_contract_value,nocft,ca_procedure,ca_criterion,anb_type,anb_sector,anb_empl_cat,cpv_div
HU14121559,HU14288148,38,596,0.1092687,0,0,0,1,0,0,1,0,0,1,0,0,Pro Szentendre Városfejlesztési Korlátolt Felel?ssé,HU102,3,79416000-3,2,1,HU102,1,"Megbízási szerz?dés Szentendre - Városközpont rehabilitáció"" programmal kapcsolatos Komplex kommunikációs és a nyilvánosság biztosítása tevékenységek megvalósítására. - ERTAJEK""",NA,no contrac,0,Young and Partners Kommunikációs és Tanácsadó Korláto,HU101,hungary,21-Feb-11,2011,91327.5,call for tender published,open,price plus quality,other/private ,missing,missing,business services: law
HU12147715,HU12292750,20,433,0.5014451,0,0,0,0,0,2,1,0,1,1,0,2,Állami Autópálya Kezel? Zártkör?en m?köd? Részv�,HU101,3,79342200-5,5,0,HU1,0,Közlekedésbiztonsági kommunikáció/2010.,NA,no contrac,0,BELL AND PARTNERS KERESKEDELMI ÉS SZOLGÁLTATO KFT,HU102,hungary,26-Jan-11,2011,90713.7,no call for tenders published,other/framework,price plus quality,national ,missing,missing,business services: law
HU727200,HU11453172,197,366,0.0662249,0,0,0,0,0,0,0,0,0,0,0,0,Rácalmás Város Önkormányzat,HU211,3,79421000-1,1,1,HU211,0,Projektmenedzsmenti feladatok ellátása 2010. - tájékoztató az eljárás eredményér?l,NA,no contrac,0,Közép-Pannon Regionális Fejlesztési Zártkör?en M?köd,HU211,hungary,24-Nov-10,2010,9002.4,no call for tenders published,missing/error,lowest price,regional/local ,general public services,50<x<=100,business services: law
HU325884,HU10973581,115,341,0.0358945,0,0,0,5,0,1,16,8,4,15,0,6,SOUTHERN GREAT PLAIN REGIONAL LABOUR CENTRE (DÉL-ALFÖ,HU332,7,79212000-3,1,1,HU332,0,TÁMOP 1.1.1. és TÁMOP 1.1.2. programok könyvvizsgálata,1070,no contrac,0,CC AUDIT KÖNYVVIZSGÁLO KFT,HU101,hungary,23-Aug-10,2010,8928.48,call for tender published,open,lowest price,national ,missing,500<x,business services: law
HU329002,HU12886513,121,488,0.8438591,55,3,33,10,0,7,16,2,11,3,0,3,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU14605749,HU11475464,44,369,0.0347411,21,0,0,10,0,1,6,0,0,0,0,0,Magyar Közút Nonprofit Zártkör?en M?köd? Részvén,HU101,11,79314000-8,2,1,HU,NA,Tájékoztató az eljárás eredményér?l-KözOP keretében finanszírozásra kerül? közlekedésbiztonsági projektek megvalósíthatósági tanulmányának elkészítése felhívás és dokumentáció m�,60,no contrac,0,PARTNER MÉRNÖKI IRODA TERVEZÖ,,,,,,,,,,,,
HU775883,HU11896193,262,402,0.1034584,0,0,0,0,0,0,0,0,0,0,0,0,Nemzeti Média- És Hírközlési Hatóság,HU101,3,79310000-0,1,0,HU101,1,a Digitális Átálláshoz kapcsolódó országos piacfelmérés II. ütemének lebonyolítása (tájékoztató az eljárás eredményér?l),210,no contrac,0,Cognative Piac- és Közvéleménykutató Kft.,HU101,hungary,26-Jan-11,2011,88281.6,no call for tenders published,missing/error,lowest price,national ,missing,<=10,business services: law
HU329815,HU12934245,132,489,0.0925986,105,0,0,8,0,6,16,0,0,1,0,0,Szegedi Tudományegyetem,HU333,6,79821000-5,2,1,HU333,0,Az SZTE Füvészkert és Mérnöki Kar részére nyomdai szolgáltatás ellátása,30,no contrac,0,E-press Nyomda Nyomdaipari Szolgáltató Korlátolt Felel?s,HU333,hungary,12-Aug-11,2011,880.8,call for tender published,open,price plus quality,national ,education,500<x,business services: law
HU724319,HU15000405,183,709,0.0882504,1,0,0,0,0,0,1,0,0,0,0,0,Baja Város Önkormányzat,HU331,3,79314000-8,1,1,HU331,1,„Baja déli elkerül? út építése” cím? projektjavaslatra vonatkozó Részletes Megvalósíthatósági Tanulmány kidolgozása és megalapozó tervezési tevékenységek végzése.,NA,contract m,1,TTC-TWIN Konzorcium,HU101,hungary,9-May-11,2011,87712.5,no call for tenders published,missing/error,lowest price,regional/local ,general public services,100<x<=500,business services: law
HU762944,HU10227787,255,264,0.0762126,3,0,0,0,0,0,2,0,0,0,0,0,Komárom-Esztergom Megyei Szakképzés-Szervezési Tár,HU212,3,79341000-6,1,1,HU212,1,Tájékoztató az eljárás eredményér?l - KEMTISK - Nyilvánosság,NA,contract m,0,CICERO SZÁMITÁSTECHNIKAI ÉS NYOMDAIPARI KFT,HU101,hungary,30-Mar-11,2011,8634.6,no call for tenders published,missing/error,lowest price,regional/local ,education,<=10,business services: law
HU13980335,HU15000079,35,649,0.0815372,1,0,0,0,0,0,1,0,0,0,0,0,SZOVA Szombathelyi Vagyonhasznosító és Városgazdál,HU222,3,79713000-5,1,0,HU222,0,?rzés-védés,,,,,,,,,,,,,,,,
HU329002,HU12886513,121,488,0.8438072,55,3,33,10,0,7,16,2,11,3,0,3,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU346481,HU13051587,139,498,0.1005611,0,0,0,0,0,0,0,0,0,0,0,0,Orosháza Városi Önkormányzat Kórháza,,3,79400000-8,1,1,HU332,1,Projektmenedzsment,NA,contract m,0,TAYLOR & NASH Kereskedelmi és Szolgáltató Korlátolt Fel,HU101,hungary,31-Jan-11,2011,85286.85,no call for tenders published,missing/error,lowest price,regional/local ,missing,500<x,business services: law
HU12283226,HU28244828,25,774,0.5100273,0,28,0,0,0,1,0,7,0,0,0,0,MTI Magyar Távirati Iroda Zártkör?en M?köd? Részv�,HU101,1,79963000-2,1,0,HU101,0,Az MTI történelmi fotóarchívuma egy részének értékment? és széles kör? felhasználást el?segít? digitalizálása (NKA) #2,NA,no contrac,0,ART-REFLEX FOTO-ÉS SZÁMITOGÉPES MUVÉSZETI BETÉTI TÁRS,HU101,hungary,5-Mar-10,2010,8482.5,no call for tenders published,other/framework,lowest price,national ,missing,missing,business services: law
HU583154,HU14001688,161,568,0.0737909,0,0,0,0,0,0,0,0,0,0,0,0,Corvin János Múzeum,HU332,NA,79800000-2,1,1,HU332,0,Marketing célú szolgáltatások ellátása,221,no contrac,0,GIMMICK Kereskedelmi és Szolgáltató Korlátolt Felel?ss�,HU101,hungary,31-Jan-11,2011,8479.68,no call for tenders published,missing/error,lowest price,regional/local ,leisure,<=10,business services: law
HU329002,HU12886513,121,488,0.6112407,55,3,33,10,0,7,16,2,11,3,0,3,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU492313,HU13954332,153,562,0.0925147,0,0,0,1,0,0,1,0,0,1,0,0,Petrik Lajos Két Tanítási Nyelv? Vegyipari,,,,,,,,,,,,,,,,,,,,,,,,
HU10856417,HU12514263,8,450,0.4861111,10,0,5,5,0,2,0,0,9,0,0,1,MÁV Magyar Államvasutak Zártkör?en M?köd? Részvé,HU101,1,79821000-5,1,0,HU101,0,Nyomdai keret-megállapodás,NA,no contrac,0,A-Z BUDA COPY CAT Kereskedelmi és Szolgáltató Korlátolt,HU101,hungary,14-Oct-09,2009,828.06,call for tender published,invitation,lowest price,other/private ,missing,missing,business services: law
HU372383,HU13630229,144,536,0.070753,0,0,0,0,0,0,0,0,0,0,0,0,Hajdú-Bihar Megyei Önkormányzat Hivatala,HU321,3,79713000-5,1,0,HU321,0,Portaszolgálat-vagyonvédelmi,,,,,,,,,,,,,,,,
HU308438,HU20343033,81,731,0.5011879,0,1,0,0,0,0,0,1,0,0,0,0,Fels?-Tisza-Vidéki Környezetvédelmi És Vízügyi Ig,HU323,1,79416000-3,1,1,HU323,0,Tájékoztató az eljárás eredményér?l- „A Fels?szabolcsi belvízrendszer komplex fejlesztése I. ütem cím? pályázat tájékoztatási és nyilvánossági feladatainak ellátása.,NA,no contrac,0,"KÖLCSEY"" Televízió M?sorszolgáltató Nonprofit Korlát""",HU323,hungary,2-Sep-11,2011,8189.6,no call for tenders published,open,lowest price,national ,environment,500<x,business services: law
HU21108567,HU12629800,68,464,0.0706838,15,0,0,5,0,2,5,0,0,0,0,0,BTH Budapesti Turisztikai Szolgáltató Nonprofit Korl�,HU101,3,79822500-7,1,0,HU101,0,„Grafikai tervezési,,,,,,,,,,,,,,,,
HU300070,HU14498000,74,609,0.6310481,0,1,0,0,0,0,0,1,0,0,0,0,Közigazgatási És Igazságügyi Minisztérium,HU101,1,79950000-8,7,0,HU1,1,2010-es Sanghaji Világkiállítás Magyar Pavilonjának kivitelezése,,,,,,,,,,,,,,,,
HU18084922,HU15000168,49,665,0.5555555,0,36,9,0,0,7,0,8,1,0,0,0,VÁTI Magyar Regionális Fejlesztési és Urbanisztikai,HU101,1,79821000-5,2,1,HU101,NA,nyomdai,,,,,,,,,,,,,,,,
HU18479115,HU14174069,57,584,0.7264438,0,1,0,0,0,0,0,1,0,0,0,0,DÉL-ALFÖLDI REGIONÁLIS INNOVÁCIÓS ÜGYNÖKSÉG KÖ,HU333,1,79340000-9,5,0,HU,1,ajánlatkér? kutatás- fejlesztést és innovációt segít? feladatainak támogatása,821,contract m,0,DEAK Kooperációs Kutatási Zártkör?en M?köd? Non-profi,HU333,hungary,11-May-09,2009,79915.5,call for tender published,other/framework,price plus quality,regional/local ,missing,missing,business services: law
HU764410,HU13270980,256,515,0.5600536,0,1,0,0,0,1,0,1,0,0,0,0,Nemzeti Fejlesztési Minisztérium,HU101,1,79421000-1,1,1,HU101,0,Tájékoztató az eljárás eredményér?l - EasyWay II.,NA,no contrac,0,INTER-ÚT XXI. Mérnöki Szolgáltató és Tanácsadó Korl,HU101,hungary,16-Dec-11,2011,79310.4,no call for tenders published,open,lowest price,missing,other,500<x,business services: law
HU18084922,HU15000168,49,665,0.5639888,0,36,9,0,0,7,0,8,1,0,0,0,VÁTI Magyar Regionális Fejlesztési és Urbanisztikai,HU101,1,79822500-7,2,1,HU101,NA,nyomdai,,,,,,,,,,,,,,,,
HU734291,HU13361989,231,520,0.4922245,0,0,0,0,2,0,0,0,1,0,3,0,Veszprém Megyei Önkormányzat,HU213,1,79341000-6,4,0,HU213,0,Veszprém megye - kereten belüli tájékoztatás,387,no contrac,0,Théma Lapkiadó Kereskedelmi és Szolgáltatási Korlátol,HU101,hungary,10-Sep-10,2010,78885.36,call for tender published,negotiation,price plus quality,regional/local ,general public services,500<x,business services: law
HU329815,HU13660532,132,538,0.1273872,105,0,0,8,0,6,14,3,1,0,0,1,Szegedi Tudományegyetem,HU333,6,79952000-2,1,1,HU333,1,TÁMOP 3.1.9 és TÁMOP 4.1.1. projektekhez kapcsolódó rendezvényszervezési szolgáltatás komplex ellátása,42,no contrac,0,Európa Oktatás és Rendezvényszervez? Korlátolt Felel?s,HU101,hungary,31-Aug-11,2011,7886.83,call for tender published,open,lowest price,national ,education,500<x,business services: law
HU18592766,HU21780927,59,742,0.1285479,0,0,0,0,0,0,0,0,0,0,0,0,ÉRSEKI VAGYONKEZEL? KÖZPONT,HU312,3,79421000-1,1,1,HU312,1,Projektmenedzsment tevékenység és kapcsolódó szolgáltatások ellátása,NA,contract m,0,Magyar Kastélyprogram Non-profit Korlátolt Felel?sség? T,HU101,hungary,24-Jun-11,2011,78187.5,no call for tenders published,missing/error,lowest price,supported body/soe ,leisure,missing,business services: law
HU722744,HU13923729,178,556,0.0829364,0,0,0,0,0,0,0,0,0,0,0,0,Bevándorlási És Állampolgársági Hivatal,HU101,3,79713000-5,1,0,HU31,0,A Bevándorlási és Állampolgársági Hivatal Balassagyarmati Közösségi Szállásán él?er?s ?rzés-védelmi és portaszolgálati tevékenység ellátása tárgyú közbeszerzési eljárásban tájéko,NA,contract m,0,FYDUCYA Vagyonvédelmi és Szolgáltató Korlátolt Felel?s,HU102,hungary,4-May-11,2011,77854.5,no call for tenders published,missing/error,lowest price,national ,missing,500<x,business services: law
HU300014,HU12570737,73,456,0.5034453,0,15,0,0,0,0,0,5,0,0,0,0,Országgy?lés Hivatala,,1,79956000-0,1,0,HU101,1,Az „Országgy?lés „Együtt-lét” szabadtéri fényképkiállításának Budapesten a Kossuth téren történ? kivitelezése (426/2010)” tárgyú beszerzési eljárás eredményér?l készült tájé,227,no contrac,0,EVENT STUFF Rendetvényszervez? és Szolgáltató Kft.,HU102,hungary,18-Feb-11,2011,77670.81,no call for tenders published,other/framework,lowest price,national ,general public services,500<x,business services: law
HU18461376,HU11393982,56,364,0.036971,3,0,0,2,0,1,2,0,0,0,0,0,DARFÜ Dél-alföldi Regionális Fejlesztési Ügynöks,HU333,2,79821000-5,2,0,HU 33,1,A DARFÜ Nonprofit Kft.  részére nyomdai szolgáltatások beszerzése,NA,no contrac,0,INNOVARIRANT NYOMDAIPARI KFT,HU333,hungary,13-Aug-10,2010,7588.14,call for tender published,open,price plus quality,regional/local ,missing,missing,business services: law
HU773966,HU12753781,260,478,0.1277346,0,0,0,1,0,0,4,0,0,1,0,0,Dombóvár Térségi Szennyvízkezelési Önkormányzat,HU233,3,79421000-1,1,1,HU233,NA,„Dombóvár térségi szennyvízelvezetés- és tisztítás kiépítése,,,,,,,,,,,,,,,,
HU14108390,HU14016235,37,570,0.7538473,0,78,0,0,0,1,0,12,0,0,0,0,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,HU101,1,79952000-2,3,1,HU1,1,„Rendezvényszervezés – belföldön” tárgyú keretmegállapodásos eljárásban megkötött keretmegállapodás alapján az eljárás 2. szakaszában lefolytatott 4 eljárásban - eredményhirdetmén,NA,no contrac,0,"SILOUETTE"" Rendezvényszervez? és Tanácsadó Korlátolt""",HU101,hungary,6-Jun-11,2011,7451.25,no call for tenders published,open,price plus quality,other/private ,missing,missing,business services: law
HU14605749,HU14287501,44,594,0.0347482,21,0,0,10,0,1,6,0,0,0,0,0,Magyar Közút Nonprofit Zártkör?en M?köd? Részvén,HU101,11,79314000-8,2,1,HU,NA,Tájékoztató az eljárás eredményér?l-KözOP keretében finanszírozásra kerül? közlekedésbiztonsági projektek megvalósíthatósági tanulmányának elkészítése felhívás és dokumentáció m�,60,no contrac,0,VIA-TRITA Mérnöki és Szolgáltató Korlátolt Felel?ssé,HU101,hungary,12-Oct-12,2012,7444.5,call for tender published,open,price plus quality,national ,welfare,missing,business services: law
HU308449,HU14149971,82,581,0.0816302,3,0,0,1,0,0,2,0,0,0,0,0,Észak-Magyarországi Környezetvédelmi És Vízügyi,HU311,2,79340000-9,1,1,HU311,0,vígazdálkodási létesítmények rekonstrukciója megvalósítási munkái során,,,,,,,,,,,,,,,,
HU773966,HU12753781,260,478,0.0637642,0,0,0,1,0,0,4,0,0,1,0,0,Dombóvár Térségi Szennyvízkezelési Önkormányzat,HU233,6,79421000-1,1,1,HU233,1,Dombóvár térségi szennyvízelvezetés- és tisztítás kiépítése,,,,,,,,,,,,,,,,
HU329002,HU11951735,121,408,0.5579886,55,3,33,10,0,7,0,2,11,0,0,0,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU14108390,HU169,37,717,0.5985352,0,78,0,0,0,1,0,12,0,0,0,0,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,,1,79000000-4,4,1,SK0,0,Üzletfejlesztési tanácsadás,1461,no contrac,0,Románia - Külföldi cég,,hungary,28-Jan-11,2011,72004.68,call for tender published,invitation,price plus quality,established by public law,missing,missing,business services: law
HU14108390,HU169,37,717,0.5985352,0,78,0,0,0,1,0,12,0,0,0,0,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,,1,79000000-4,4,1,SK0,0,Üzletfejlesztési tanácsadás,1461,no contrac,0,Románia - Külföldi cég,,hungary,28-Jan-11,2011,72004.68,call for tender published,invitation,price plus quality,established by public law,missing,missing,business services: law
HU14108390,HU159,37,717,0.5985352,0,78,0,0,0,1,0,12,0,0,0,0,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,,1,79000000-4,4,1,SK0,0,Üzletfejlesztési tanácsadás,1461,no contrac,0,Oroszország - Külföldi cég,,hungary,28-Jan-11,2011,72004.68,call for tender published,invitation,price plus quality,established by public law,missing,missing,business services: law
HU14108390,HU159,37,717,0.5985352,0,78,0,0,0,1,0,12,0,0,0,0,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,,1,79000000-4,4,1,SK0,0,Üzletfejlesztési tanácsadás,1461,no contrac,0,Oroszország - Külföldi cég,,hungary,28-Jan-11,2011,72004.68,call for tender published,invitation,price plus quality,established by public law,missing,missing,business services: law
HU14108390,HU169,37,717,0.5985352,0,78,0,0,0,1,0,12,0,0,0,0,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,,1,79000000-4,4,1,SK0,0,Üzletfejlesztési tanácsadás,1461,no contrac,0,Románia - Külföldi cég,,hungary,28-Jan-11,2011,72004.68,call for tender published,invitation,price plus quality,established by public law,missing,missing,business services: law
HU14108390,HU169,37,717,0.5985352,0,78,0,0,0,1,0,12,0,0,0,0,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,,1,79000000-4,4,1,SK0,0,Üzletfejlesztési tanácsadás,1461,no contrac,0,Románia - Külföldi cég,,hungary,28-Jan-11,2011,72004.68,call for tender published,invitation,price plus quality,established by public law,missing,missing,business services: law
HU14108390,HU169,37,717,0.5985352,0,78,0,0,0,1,0,12,0,0,0,0,ITD Hungary Nonprofit Közhasznú Zártkör?en M?köd?,,1,79000000-4,4,1,SK0,0,Üzletfejlesztési tanácsadás,1461,no contrac,0,Románia - Külföldi cég,,hungary,28-Jan-11,2011,72004.68,call for tender published,invitation,price plus quality,established by public law,missing,missing,business services: law
HU325235,HU22722100,111,762,0.0887529,15,1,12,0,0,8,5,0,2,0,0,0,Nemzeti Szakképzési És Feln?ttképzési Intézet,HU101,3,79342000-3,1,1,HU1,1,"A képzés min?ségének és tartalmának fejlesztése"" c. kiemelt projekthez kapcsolódó eredményeket bemutató szakmai és lakossági kommunikációs kampány megvalósításában való közrem?ködés.""",NA,no contrac,0,ORCHESTRA KULTURÁLIS SZOLGÁLTATÓ KORLÁTOLT FELEL?SSÉG?,HU101,hungary,11-Feb-11,2011,71899.65,no call for tenders published,missing/error,lowest price,national ,education,100<x<=500,business services: law
HU10356113,HU10935013,4,338,0.5042607,55,0,11,0,0,2,0,0,11,0,0,0,Magyar Turizmus Zártkör?en M?köd? Részvénytársas�,HU101,1,79956000-0,4,0,,1,Magyar Turizmus Zrt. - Kiállítás szervezés,1003,contract m,0,MAHIR Kiállítás és Rendezvény Szervez? és Kivitelez?,HU101,hungary,6-Dec-10,2010,710074.83,call for tender published,negotiation,price plus quality,established by public law,missing,missing,business services: law
HU329815,HU10974252,132,342,0.0709146,105,0,0,8,0,6,14,0,0,0,0,0,Szegedi Tudományegyetem,HU333,2,79410000-1,1,1,HU333,NA,Nemzetközi partnerség-építési,,,,,,,,,,,,,,,,
HU308449,HU14149971,82,581,0.0816058,3,0,0,1,0,0,2,0,0,0,0,0,Észak-Magyarországi Környezetvédelmi És Vízügyi,HU311,2,79340000-9,1,1,HU311,0,vígazdálkodási létesítmények rekonstrukciója megvalósítási munkái során,,,,,,,,,,,,,,,,
HU329002,HU11951735,121,408,0.5148,55,3,33,10,0,7,0,2,11,0,0,0,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU308449,HU14149971,82,581,0.0816009,3,0,0,1,0,0,2,0,0,0,0,0,Észak-Magyarországi Környezetvédelmi És Vízügyi,HU311,2,79340000-9,1,1,HU311,0,vígazdálkodási létesítmények rekonstrukciója megvalósítási munkái során,,,,,,,,,,,,,,,,
HU592479,HU22418876,165,755,0.0881668,0,0,0,2,0,0,5,0,0,3,0,0,Közép-Duna Vidéke Hulladékgazdálkodási Önkormán,HU211,5,79416000-3,2,1,HU102,1,Megbízási szerz?dés a Közép-Duna Vidéke Hulladékgazdálkodási Rendszer keretében elvégzend? hulladéklerakó rekultiváció megvalósításához szükséges tájékoztatási tevékenységek ellát�,1032,contract m,0,MEDIUS ELSÖ GYÖRI KÖZVÉLEMÉNY- ÉS PIACKUTATO BT.,HU221,hungary,6-Mar-09,2009,68970.94,call for tender published,open,price plus quality,regional/local ,missing,<=10,business services: law
HU325235,HU20972127,111,734,0.1158355,15,1,12,0,0,8,5,0,2,0,0,0,Nemzeti Szakképzési És Feln?ttképzési Intézet,HU101,4,79800000-2,1,0,HU101,0,szakmai vizsgához szükséges írásbeli vizsgatevékenységek feladatainak és javítási-értékelési útmutatóinak,,,,,,,,,,,,,,,,
HU329002,HU12886513,121,488,0.6199755,55,3,33,10,0,7,16,2,11,3,0,3,Vm Vidékfejlesztési,,,,,,,,,,,,,,,,,,,,,,,,
HU10356113,HU15000049,4,641,0.1180718,55,0,11,0,0,2,10,0,1,0,0,0,Magyar Turizmus Zártkör?en M?köd? Részvénytársas�,HU101,3,79956000-0,2,0,HU101,0,Magyar Turizmus Zrt. - Utazás 2012 kiálítás - Tájékoztató az eljárás eredményér?l,732,no contrac,1,AVIA Expo Kft. – Octosys Kft. – KAVI-ART Kft. közös a,HU101,hungary,13-Feb-12,2012,6739.47,call for tender published,open,price plus quality,established by public law,other,missing,business services: law
HU18479115,HU11811732,57,392,0.7257241,0,1,0,0,0,0,0,1,0,0,0,0,DÉL-ALFÖLDI REGIONÁLIS INNOVÁCIÓS ÜGYNÖKSÉG KÖ,HU333,1,79340000-9,5,0,HU,1,ajánlatkér? kutatás- fejlesztést és innovációt segít? feladatainak támogatása,821,contract m,0,PROVICE Üzleti és Informatikai Szolgáltató és Tanácsa,HU101,hungary,11-May-09,2009,67348.5,call for tender published,other/framework,price plus quality,regional/local ,missing,missing,business services: law
HU308449,HU14149971,82,581,0.0815825,3,0,0,1,0,0,2,0,0,0,0,0,Észak-Magyarországi Környezetvédelmi És Vízügyi,HU311,2,79340000-9,1,1,HU311,0,vígazdálkodási létesítmények rekonstrukciója megvalósítási munkái során,,,,,,,,,,,,,,,,
HU725361,HU11583592,188,375,0.0798714,28,0,0,2,0,1,7,1,10,0,0,1,Békéscsaba Megyei Jogú Város Önkormányzata,HU332,3,79342200-5,1,1,HU332,0,PR és marketing tevékenység ellátása ajánlatkér? részére 2008-ban támogatásban részesített pályázatokhoz,552,contract m,0,HAR MERON HUNGARY BEFEKTETÉSI ÉS TANÁCSADÓ KFT.,HU101,hungary,27-May-09,2009,6690.6,call for tender published,open,lowest price,regional/local ,missing,500<x,business services: law
HU731487,HU14438192,215,605,0.0692442,1,0,2,2,1,0,1,0,1,3,0,0,Siófok Város Önkormányzata,HU232,3,79400000-8,1,1,HU232,0,Siófok - hulladék PIU,NA,no contrac,0,Forrás Unió Tanácsadó Iroda Szolgáltató Korlátolt Fe,HU101,hungary,6-May-11,2011,66562.5,no call for tenders published,missing/error,lowest price,regional/local ,general public services,500<x,business services: law
HU11064686,HU15000030,13,639,0.0412454,0,0,0,0,0,1,0,12,0,0,0,1,TiszaSzolg 2004 Közszolgáltató,,,,,,,,,,,,,,,,,,,,,,,,
